               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.024793,            0.010827,          0.00059388,             0.76341,             0.40064,             0.52867,             0.41847,            0.033038,           0.0035494,           0.0071429,            0.005644,            0.005644,            0.005644
                 134,            0.027151,           0.0094482,          0.00060694,             0.64503,              0.5573,             0.58804,             0.46103,            0.033937,           0.0034049,            0.010112,            0.005611,            0.005611,            0.005611
                 135,            0.026558,            0.010078,          0.00065228,             0.85227,             0.58013,              0.5976,             0.47317,             0.03299,           0.0032504,            0.011161,            0.005578,            0.005578,            0.005578
                 136,            0.024094,            0.010843,          0.00081784,             0.83206,             0.57742,             0.59841,             0.48931,            0.032431,           0.0031124,            0.012793,            0.005545,            0.005545,            0.005545
                 137,            0.021785,           0.0092507,          0.00046934,             0.88841,             0.57726,              0.5963,             0.49864,             0.03097,            0.003126,            0.014571,            0.005512,            0.005512,            0.005512
                 138,            0.023741,           0.0090422,          0.00056363,             0.86969,              0.5609,             0.59186,             0.52261,            0.030446,           0.0031503,            0.014588,            0.005479,            0.005479,            0.005479
                 139,            0.024632,           0.0097626,          0.00051897,             0.78724,             0.48009,             0.53914,             0.45432,            0.033584,           0.0035507,             0.01296,            0.005446,            0.005446,            0.005446
                 140,            0.023571,           0.0097214,          0.00076612,             0.86473,             0.46937,             0.56442,             0.41517,            0.033365,           0.0035248,            0.014668,            0.005413,            0.005413,            0.005413
                 141,            0.022722,           0.0099935,          0.00050246,              0.8042,             0.53053,             0.58434,             0.49053,             0.03278,           0.0033849,            0.015274,             0.00538,             0.00538,             0.00538
                 142,            0.025204,            0.010542,          0.00063487,             0.69601,             0.55179,              0.5775,             0.47025,             0.03118,            0.003306,            0.013178,            0.005347,            0.005347,            0.005347
                 143,            0.023412,            0.010583,          0.00059598,             0.55746,             0.46539,              0.5421,             0.44804,            0.031233,           0.0035749,            0.010185,            0.005314,            0.005314,            0.005314
                 144,            0.025697,           0.0093593,          0.00061772,             0.64718,             0.50962,             0.53713,             0.45456,            0.036186,           0.0038317,           0.0095925,            0.005281,            0.005281,            0.005281
                 145,            0.023767,            0.010293,          0.00044284,             0.41352,             0.57372,              0.5257,             0.41739,            0.039769,           0.0037749,            0.010388,            0.005248,            0.005248,            0.005248
                 146,            0.024623,           0.0097638,           0.0019721,             0.78582,             0.47756,              0.5166,             0.40942,            0.041166,           0.0039047,            0.010428,            0.005215,            0.005215,            0.005215
                 147,            0.024984,           0.0098715,          0.00057381,             0.87381,             0.50785,             0.55927,             0.47805,            0.037041,           0.0034086,            0.012256,            0.005182,            0.005182,            0.005182
                 148,            0.020752,            0.010152,            0.001068,             0.94868,             0.47115,             0.55995,             0.45991,            0.033898,           0.0033895,            0.013143,            0.005149,            0.005149,            0.005149
                 149,             0.02233,           0.0092566,          0.00045215,             0.79336,             0.50535,             0.54766,             0.43524,            0.033711,           0.0035611,            0.012466,            0.005116,            0.005116,            0.005116
                 150,            0.020548,           0.0097529,          0.00041261,             0.50808,             0.50962,             0.49017,             0.36615,            0.034038,           0.0038624,            0.011613,            0.005083,            0.005083,            0.005083
                 151,            0.024968,           0.0093635,          0.00058774,             0.78894,             0.47756,             0.50369,             0.34512,            0.033392,           0.0035462,            0.012283,             0.00505,             0.00505,             0.00505
                 152,            0.021161,           0.0093659,          0.00057342,             0.69706,             0.59936,             0.57343,              0.4805,            0.033454,           0.0032619,            0.011752,            0.005017,            0.005017,            0.005017
                 153,            0.022794,           0.0098726,          0.00037295,             0.70867,             0.57372,             0.54807,             0.46934,            0.032716,           0.0039093,            0.010918,            0.004984,            0.004984,            0.004984
                 154,            0.021393,            0.010084,          0.00048125,               0.691,             0.52885,             0.51248,              0.3997,            0.031761,           0.0040698,            0.010221,            0.004951,            0.004951,            0.004951
                 155,            0.019624,           0.0095904,           0.0016029,             0.56104,              0.3229,             0.43275,             0.30635,             0.03896,           0.0044457,           0.0072627,            0.004918,            0.004918,            0.004918
                 156,             0.02407,            0.009483,          0.00039491,             0.51815,             0.34936,             0.42162,             0.34598,            0.037087,           0.0043464,           0.0073933,            0.004885,            0.004885,            0.004885
                 157,            0.024531,           0.0098423,          0.00086268,             0.71628,             0.47061,             0.54678,             0.41399,            0.031027,           0.0036318,           0.0096803,            0.004852,            0.004852,            0.004852
                 158,            0.023159,           0.0099276,          0.00053166,             0.86221,             0.58013,             0.59839,             0.47266,            0.030916,           0.0034548,            0.010303,            0.004819,            0.004819,            0.004819
                 159,            0.023768,           0.0097409,          0.00068984,             0.80344,              0.5609,             0.58971,             0.47838,            0.034103,            0.003242,            0.007793,            0.004786,            0.004786,            0.004786
                 160,            0.022024,           0.0094387,          0.00040918,             0.89971,             0.57372,              0.5962,             0.47033,            0.034484,           0.0033637,           0.0075221,            0.004753,            0.004753,            0.004753
                 161,            0.021712,            0.010411,          0.00036701,             0.76419,             0.58654,             0.54046,             0.44165,            0.034114,           0.0040464,           0.0078829,             0.00472,             0.00472,             0.00472
