               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.023112,            0.008991,          0.00082692,             0.66372,             0.40705,             0.42581,             0.35606,            0.033281,           0.0041048,           0.0054265,            0.004687,            0.004687,            0.004687
                 163,            0.022264,           0.0094209,          0.00031556,             0.83004,             0.46961,             0.53922,              0.4392,            0.032561,           0.0035258,           0.0047737,            0.004654,            0.004654,            0.004654
                 164,            0.021971,           0.0093989,          0.00043786,             0.80817,             0.58716,             0.59443,             0.50669,            0.033634,           0.0032157,           0.0069083,            0.004621,            0.004621,            0.004621
                 165,            0.023193,            0.010142,          0.00091624,             0.75496,             0.50962,             0.57801,              0.4608,            0.033016,           0.0031331,           0.0093401,            0.004588,            0.004588,            0.004588
                 166,            0.024487,            0.010161,          0.00046388,             0.51721,             0.50962,             0.45184,             0.33385,            0.033446,           0.0046154,            0.011007,            0.004555,            0.004555,            0.004555
                 167,            0.019917,           0.0095985,           0.0005041,             0.34308,             0.59936,             0.49587,             0.36571,            0.032722,           0.0041893,            0.012393,            0.004522,            0.004522,            0.004522
                 168,            0.025767,           0.0094478,          0.00051574,             0.81451,             0.46753,             0.54103,             0.45286,            0.032893,           0.0032962,           0.0087418,            0.004489,            0.004489,            0.004489
                 169,            0.023326,           0.0097958,           0.0004262,             0.73532,             0.38782,             0.49284,              0.4129,            0.031473,            0.004102,           0.0014012,            0.004456,            0.004456,            0.004456
                 170,            0.020832,            0.010088,          0.00047056,             0.90695,             0.46437,             0.56832,             0.43346,            0.030708,           0.0034059,           0.0050722,            0.004423,            0.004423,            0.004423
                 171,            0.022671,           0.0097432,          0.00045995,             0.84384,             0.50339,             0.57515,             0.43448,            0.032458,           0.0033171,           0.0052539,             0.00439,             0.00439,             0.00439
                 172,            0.022115,           0.0096614,          0.00046155,             0.85984,             0.47723,             0.55798,             0.43965,             0.03134,           0.0034082,           0.0045425,            0.004357,            0.004357,            0.004357
                 173,            0.021873,           0.0092079,          0.00027637,             0.87334,             0.47756,             0.57142,             0.44549,            0.030889,           0.0032619,           0.0031649,            0.004324,            0.004324,            0.004324
                 174,             0.02219,           0.0094407,          0.00049236,             0.78552,             0.52807,             0.58084,              0.4384,            0.030304,           0.0031897,           0.0030523,            0.004291,            0.004291,            0.004291
                 175,            0.021042,           0.0092618,          0.00067859,             0.88504,             0.47673,             0.56217,             0.44984,            0.032259,           0.0032618,           0.0037636,            0.004258,            0.004258,            0.004258
                 176,            0.022109,            0.010073,          0.00034807,              0.8854,             0.41987,              0.5294,             0.38745,            0.031842,           0.0036087,           0.0060844,            0.004225,            0.004225,            0.004225
                 177,             0.02049,             0.00924,          0.00036916,             0.73552,             0.47756,              0.5159,             0.39769,            0.032045,           0.0037854,           0.0065985,            0.004192,            0.004192,            0.004192
                 178,            0.021982,           0.0092301,          0.00034286,             0.81287,             0.48814,             0.52531,             0.41939,             0.03217,           0.0035023,           0.0074389,            0.004159,            0.004159,            0.004159
                 179,            0.022076,           0.0094029,          0.00039913,             0.72995,             0.51603,             0.54767,             0.43488,            0.032792,           0.0031573,           0.0056139,            0.004126,            0.004126,            0.004126
                 180,            0.022536,           0.0098949,           0.0004416,             0.68941,             0.49047,             0.52612,             0.40305,            0.033008,           0.0032218,           0.0058639,            0.004093,            0.004093,            0.004093
                 181,            0.020859,           0.0094602,           0.0004167,             0.75825,             0.47115,             0.49995,              0.3932,            0.034162,           0.0035463,           0.0080642,             0.00406,             0.00406,             0.00406
                 182,            0.023976,           0.0090321,           0.0004044,             0.59632,             0.52885,             0.46239,              0.3438,             0.03448,           0.0041061,            0.008188,            0.004027,            0.004027,            0.004027
                 183,            0.022322,           0.0092471,          0.00047714,             0.69408,             0.46352,             0.46608,             0.34584,            0.032922,           0.0041448,           0.0084337,            0.003994,            0.003994,            0.003994
                 184,            0.019285,           0.0090243,          0.00035008,             0.74449,             0.57792,             0.56224,             0.44629,            0.031842,           0.0034559,           0.0086937,            0.003961,            0.003961,            0.003961
                 185,            0.021731,           0.0089644,          0.00036032,             0.54436,             0.61218,             0.57888,             0.48407,            0.031901,           0.0031788,           0.0094269,            0.003928,            0.003928,            0.003928
                 186,            0.022265,           0.0089849,          0.00030984,             0.98257,             0.35507,             0.57551,             0.47601,            0.032485,           0.0032544,           0.0098504,            0.003895,            0.003895,            0.003895
                 187,            0.018357,           0.0081338,          0.00038377,             0.97019,             0.30336,             0.41599,             0.36594,            0.032263,           0.0034425,           0.0098281,            0.003862,            0.003862,            0.003862
                 188,            0.019467,           0.0092095,          0.00040178,              0.7248,             0.54167,             0.55755,             0.43414,            0.030571,           0.0033492,           0.0086168,            0.003829,            0.003829,            0.003829
                 189,            0.020311,            0.009138,          0.00036949,             0.63352,             0.52244,             0.51475,             0.42467,            0.030879,           0.0032691,           0.0073288,            0.003796,            0.003796,            0.003796
                 190,             0.02341,           0.0093024,           0.0010252,             0.69118,             0.46446,              0.5526,             0.42989,            0.030475,           0.0033852,           0.0069723,            0.003763,            0.003763,            0.003763
                 191,            0.020143,           0.0095454,          0.00040342,             0.92818,             0.43269,             0.55295,             0.42774,            0.030423,           0.0033996,           0.0078801,             0.00373,             0.00373,             0.00373
                 192,            0.020638,           0.0088362,          0.00041095,             0.88624,             0.48972,             0.56614,             0.43758,            0.030245,           0.0033978,           0.0072046,            0.003697,            0.003697,            0.003697
                 193,            0.019854,            0.009325,          0.00036704,             0.84544,             0.54167,             0.57015,             0.49383,            0.030158,           0.0032208,           0.0062992,            0.003664,            0.003664,            0.003664
                 194,            0.018492,           0.0087272,          0.00027944,             0.82984,             0.54234,             0.56699,             0.48998,            0.031169,           0.0032269,           0.0061548,            0.003631,            0.003631,            0.003631
                 195,            0.022138,           0.0087425,          0.00053225,             0.76628,             0.58707,             0.56672,             0.47457,             0.03172,           0.0033911,           0.0051613,            0.003598,            0.003598,            0.003598
                 196,            0.020211,           0.0090885,          0.00075982,             0.68456,             0.58654,              0.5539,             0.47316,            0.032051,           0.0034854,           0.0039622,            0.003565,            0.003565,            0.003565
                 197,            0.020307,            0.009124,           0.0003041,             0.45813,             0.58667,             0.50949,             0.43055,            0.032359,           0.0037135,            0.004231,            0.003532,            0.003532,            0.003532
                 198,            0.019196,           0.0087614,          0.00041592,             0.45156,             0.55549,             0.52794,             0.44953,            0.031246,           0.0036193,           0.0042358,            0.003499,            0.003499,            0.003499
                 199,            0.022603,           0.0084246,          0.00035141,             0.57021,             0.59936,             0.53734,             0.44974,            0.031798,           0.0034295,           0.0036231,            0.003466,            0.003466,            0.003466
                 200,            0.019446,           0.0087686,          0.00029319,              0.6332,             0.59936,             0.60671,             0.49054,            0.031541,           0.0031192,           0.0031929,            0.003433,            0.003433,            0.003433
                 201,            0.018843,            0.009406,          0.00047531,             0.48211,             0.58109,              0.5373,             0.47729,            0.031159,            0.003095,           0.0054791,              0.0034,              0.0034,              0.0034
                 202,            0.021791,           0.0088462,          0.00043818,             0.96764,             0.44231,             0.53406,             0.44967,            0.030965,           0.0034304,           0.0071472,            0.003367,            0.003367,            0.003367
                 203,            0.017758,           0.0079557,          0.00028246,             0.97914,             0.45513,             0.53253,             0.46963,            0.031338,           0.0034159,           0.0067431,            0.003334,            0.003334,            0.003334
                 204,            0.015932,           0.0093506,          0.00072955,             0.92676,              0.5609,             0.59435,              0.4845,            0.031678,           0.0033312,           0.0058311,            0.003301,            0.003301,            0.003301
                 205,            0.017877,           0.0085746,          0.00051816,              0.6973,              0.5491,             0.59078,             0.47069,             0.03185,           0.0033498,           0.0083656,            0.003268,            0.003268,            0.003268
                 206,            0.021658,           0.0092832,           0.0003564,             0.68462,             0.54167,             0.59587,             0.46862,            0.031833,           0.0035204,           0.0095324,            0.003235,            0.003235,            0.003235
                 207,            0.020442,           0.0085112,          0.00041937,               0.945,             0.53526,              0.5976,             0.46259,            0.033331,           0.0035361,           0.0088086,            0.003202,            0.003202,            0.003202
                 208,            0.020502,           0.0086694,          0.00048221,             0.88545,             0.57389,             0.59488,               0.459,            0.033399,           0.0035038,           0.0081699,            0.003169,            0.003169,            0.003169
                 209,            0.020102,           0.0087829,          0.00063626,             0.81871,             0.57328,             0.58857,             0.45189,            0.032485,           0.0034852,           0.0058105,            0.003136,            0.003136,            0.003136
                 210,            0.020671,            0.008435,          0.00054927,             0.81069,             0.47756,              0.5857,             0.47463,            0.030613,           0.0032822,           0.0050392,            0.003103,            0.003103,            0.003103
                 211,            0.018562,           0.0085838,          0.00034803,             0.83824,             0.59295,             0.60215,             0.50725,            0.030011,           0.0032201,           0.0040284,             0.00307,             0.00307,             0.00307
                 212,            0.019884,           0.0090588,          0.00039181,             0.81782,             0.58941,             0.60359,             0.48329,            0.030372,            0.003137,           0.0033443,            0.003037,            0.003037,            0.003037
                 213,            0.019906,           0.0081759,          0.00039869,             0.74017,             0.53526,             0.58926,              0.4597,            0.030458,           0.0033641,           0.0038114,            0.003004,            0.003004,            0.003004
                 214,             0.01715,           0.0086639,          0.00028619,             0.70534,             0.59295,             0.57653,             0.43537,            0.031786,           0.0035446,           0.0046684,            0.002971,            0.002971,            0.002971
                 215,            0.019457,           0.0088567,          0.00033361,             0.68702,             0.58654,             0.56898,              0.4475,            0.032003,           0.0034762,           0.0055896,            0.002938,            0.002938,            0.002938
                 216,            0.020538,           0.0088021,          0.00047819,             0.81694,             0.48807,             0.57066,             0.44991,            0.032761,           0.0032448,           0.0052529,            0.002905,            0.002905,            0.002905
                 217,            0.018479,           0.0088109,          0.00025987,             0.76458,             0.58013,             0.59429,             0.46767,            0.033486,           0.0031936,           0.0050807,            0.002872,            0.002872,            0.002872
                 218,            0.020443,           0.0084825,          0.00025942,             0.80853,             0.58075,             0.60311,             0.47703,            0.033952,           0.0031438,           0.0050592,            0.002839,            0.002839,            0.002839
                 219,            0.018073,            0.008224,           0.0002533,             0.77309,             0.58153,             0.59906,              0.4851,            0.033465,           0.0029518,            0.005394,            0.002806,            0.002806,            0.002806
                 220,            0.018603,           0.0088004,           0.0002674,              0.7232,             0.55449,             0.59408,              0.4679,              0.0321,           0.0029333,           0.0061952,            0.002773,            0.002773,            0.002773
                 221,            0.018319,           0.0083251,           0.0003071,             0.73119,             0.54808,             0.59825,             0.48085,             0.03128,           0.0030555,           0.0058947,             0.00274,             0.00274,             0.00274
                 222,            0.018808,           0.0081094,           0.0003735,             0.81971,             0.48484,             0.58448,             0.45116,            0.031054,           0.0032315,            0.006186,            0.002707,            0.002707,            0.002707
                 223,            0.020649,           0.0089089,          0.00028918,             0.89681,             0.48103,              0.5748,             0.45411,            0.030983,           0.0033164,           0.0075368,            0.002674,            0.002674,            0.002674
                 224,            0.018744,           0.0088695,          0.00020665,             0.79907,             0.59936,              0.5862,             0.48233,            0.031355,           0.0033133,           0.0079866,            0.002641,            0.002641,            0.002641
                 225,            0.020677,           0.0088402,          0.00036862,             0.48313,             0.59936,             0.59515,             0.48838,            0.031063,           0.0032659,           0.0070037,            0.002608,            0.002608,            0.002608
                 226,            0.018511,           0.0086958,          0.00022927,             0.70508,             0.59936,             0.59992,             0.50361,            0.031117,           0.0031685,           0.0053541,            0.002575,            0.002575,            0.002575
                 227,            0.016281,           0.0088679,          0.00023429,             0.70511,             0.59936,             0.60038,             0.49669,            0.031351,           0.0030817,           0.0037754,            0.002542,            0.002542,            0.002542
                 228,            0.017503,           0.0079639,          0.00026464,             0.67739,             0.59936,               0.538,             0.47004,            0.031824,           0.0030051,           0.0038363,            0.002509,            0.002509,            0.002509
                 229,            0.017179,           0.0083394,          0.00020217,             0.55167,             0.59936,             0.52354,             0.43286,            0.032717,           0.0032115,           0.0047054,            0.002476,            0.002476,            0.002476
                 230,            0.019905,           0.0081304,           0.0014442,             0.89862,             0.45513,              0.5187,             0.43255,            0.032378,           0.0033507,           0.0056544,            0.002443,            0.002443,            0.002443
                 231,            0.017236,           0.0084852,          0.00027387,             0.75205,             0.59936,             0.58597,             0.48142,            0.032103,           0.0032113,           0.0061258,             0.00241,             0.00241,             0.00241
                 232,            0.017659,           0.0079465,          0.00020773,             0.89623,             0.58654,             0.58962,             0.49667,            0.033517,           0.0031791,           0.0071269,            0.002377,            0.002377,            0.002377
                 233,            0.019328,           0.0084898,          0.00029693,             0.88301,             0.55449,             0.58558,             0.45044,            0.033716,           0.0032644,           0.0075212,            0.002344,            0.002344,            0.002344
                 234,             0.01795,           0.0079313,          0.00026105,              0.8503,             0.52111,             0.58286,             0.46123,            0.033898,           0.0032595,           0.0072045,            0.002311,            0.002311,            0.002311
                 235,            0.017425,            0.008153,          0.00026509,             0.82604,             0.58013,             0.59001,             0.49269,            0.033674,           0.0031639,           0.0075356,            0.002278,            0.002278,            0.002278
                 236,            0.017428,           0.0081385,          0.00025502,             0.80852,              0.5722,             0.58831,              0.4868,            0.032484,           0.0032952,           0.0070124,            0.002245,            0.002245,            0.002245
                 237,            0.019281,           0.0083369,          0.00036502,             0.83359,             0.56732,              0.5913,             0.46634,            0.032084,            0.003297,           0.0057232,            0.002212,            0.002212,            0.002212
                 238,            0.019231,           0.0085868,          0.00020914,             0.85275,             0.55777,             0.59504,             0.46391,            0.031618,           0.0031681,           0.0051625,            0.002179,            0.002179,            0.002179
